Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z;5_X;5_Y;5_Z
28;807.159363;800.91333;136.08255;811.300598;1107.533936;369.140045;782.528992;694.185425;104.10331;813.382202;698.807495;108.491615;794.149902;1076.728638;219.970627
29;806.127563;803.200684;138.435745;811.444031;1109.395386;369.604706;781.966614;696.125671;106.892082;812.881531;701.174744;111.68087;794.052124;1079.668823;219.35437
30;805.101501;805.994019;140.819824;811.582214;1111.165283;369.924286;781.781006;698.674866;109.486633;811.859558;703.667664;114.724625;793.101563;1082.90918;219.846146
31;804.089539;808.5;142.886398;811.882202;1113.397095;370.51355;781.12738;701.070923;112.635643;811.074463;705.820313;117.344032;791.837585;1085.939209;220.546814
32;803.071594;811.153381;145.705048;811.727234;1115.210693;370.710846;780.050659;703.365112;115.648041;810.207886;708.627686;120.571663;791.494507;1089.10022;220.45549
33;801.89856;813.840698;148.752106;811.726257;1117.125366;371.029053;779.036743;706.045654;118.13961;809.081238;711.359131;123.909729;790.758667;1092.533569;220.91037
34;800.945251;816.365295;150.917236;811.806458;1119.0802;371.356354;777.824463;708.816101;120.874153;808.137573;713.830017;126.185066;791.108154;1095.743286;221.480164
35;799.496399;819.47052;153.359589;812.027222;1121.186157;371.663483;777.113098;711.533569;123.476891;806.938049;716.865723;128.701584;790.21637;1099.320801;221.919449
36;797.978394;822.660339;155.596024;812.216003;1123.215454;372.157593;775.901428;714.24115;125.843842;805.56134;719.713196;131.233383;789.462219;1102.906372;221.927795
37;796.518433;825.488159;157.617371;812.01416;1125.165405;373.190735;774.655701;717.249084;128.554993;804.484558;722.847778;133.488205;789.230408;1106.238892;222.824585
38;794.988037;828.275696;160.18866;811.940247;1127.115723;374.00827;772.766907;720.317627;131.066269;803.003662;725.837341;136.014893;788.324524;1109.967896;223.512054
39;793.675049;831.301331;162.237061;812.175415;1129.116333;374.804169;771.229004;723.167175;132.608765;801.350525;728.577881;138.132568;788.079468;1113.615356;223.797485
40;791.982727;834.659363;164.697739;812.574463;1131.408203;375.137512;769.477966;726.25;135.065338;799.657715;731.998901;139.844498;786.773621;1117.329102;224.890335
41;790.188049;837.722778;166.679657;812.530457;1133.493164;375.584869;767.747375;729.452515;137.134171;798.066772;735.012695;141.68306;786.339844;1120.965454;225.821243
42;788.574463;840.850159;168.799149;812.246582;1135.490479;376.333527;766.662415;732.823059;138.372437;796.171326;738.092773;144.049927;786.817078;1124.544189;225.926315
43;787.058533;844.366089;170.537354;812.523865;1137.832153;377.143951;765.121765;736.279175;140.031555;794.428345;741.591736;145.977798;786.4906925;1128.3141475;226.489639
44;785.515869;848.030151;172.263016;813.010132;1140.217529;377.61792;763.146729;739.642761;141.986908;792.593079;745.297607;148.209991;786.164307;1132.084106;227.052963
45;783.667114;851.719604;174.070541;813.382568;1142.235596;378.066193;760.295044;743.193481;144.90419;790.382935;748.782349;150.267334;786.946411;1135.68811;227.289291
46;781.797852;855.480896;175.813721;813.57666;1144.496094;378.893036;757.753479;746.707825;147.053452;788.462708;752.207153;152.198547;786.394348;1139.390564;228.276901
47;779.972229;859.060181;176.804077;813.947571;1146.778198;379.503235;755.550903;750.348206;149.819092;786.661987;755.766113;154.10849;785.842285;1143.093018;229.264511
48;778.470459;862.765259;178.568878;814.300598;1148.930908;380.033234;753.835571;753.905396;151.60881;784.511963;759.227661;155.823181;785.851624;1146.913574;230.127319
49;776.795227;866.138123;180.263702;814.513062;1151.107056;380.701965;751.817627;757.599182;152.5186;781.796265;762.945984;157.170746;785.7746585;1150.4505005;230.8645325
50;775.058289;869.49469;181.965332;815.013733;1153.297241;381.164459;749.541382;761.169678;154.031693;779.966003;766.541382;158.371948;785.697693;1153.987427;231.601746
51;772.969727;873.322998;183.348526;815.270752;1155.529297;382.207245;747.404907;764.697815;155.921738;777.902588;770.316589;160.108017;785.684143;1157.716431;232.778748
52;770.945068;877.16095;184.28215;815.670654;1157.598755;382.801605;745.060974;768.601379;157.662125;775.663025;774.05957;160.965775;785.022095;1161.588257;233.949661
53;768.908752;880.961548;185.337997;816.717896;1159.748047;382.943634;742.787109;772.459229;158.411148;773.154846;777.759583;161.854568;784.89624;1165.381348;234.888275
54;767.027344;884.618042;186.806488;817.260254;1162.018066;383.800354;741.204773;776.14032;158.672638;771.039368;781.579102;163.066101;785.592163;1168.737183;235.247574
55;764.895447;888.223389;187.927429;817.138611;1163.960815;384.413605;738.206482;779.711121;160.830048;768.755005;785.238342;163.574203;785.909546;1172.666382;236.331848
56;762.78125;891.931335;188.921127;817.571472;1166.070923;384.944702;735.281494;783.197571;162.446411;766.562805;788.665283;165.149963;785.473206;1176.298584;237.413284
57;760.927856;895.600098;189.509628;817.882874;1168.203125;385.43512;733.555054;786.802673;163.128464;764.258484;792.538696;165.479721;785.720093;1179.700928;238.052994
58;758.547729;899.298279;190.141632;818.053345;1170.057007;386.424042;731.541138;790.988953;163.001434;761.55603;796.26416;166.420227;786.242493;1183.249634;238.879868
59;756.607971;903.007751;191.079453;818.704956;1172.127441;387.342957;729.871948;794.961975;162.940796;759.096069;800.135742;166.983841;785.756104;1186.974976;240.019043
60;754.715515;906.852417;191.815826;819.32312;1174.059937;387.860413;727.129944;798.902466;163.381409;756.011414;804.085876;167.734543;786.245789;1190.356201;240.94696
61;752.435852;910.760315;191.871597;819.379761;1175.995361;388.926361;724.003296;802.853333;164.12059;753.553833;807.841858;168.172577;786.530518;1193.699707;241.885986
62;750.380249;914.464294;192.829529;820.110291;1178.05835;389.575745;721.079468;806.498596;164.153336;751.006104;811.454773;168.0858;787.563538;1196.882935;242.880386
63;748.142273;918.12146;192.805969;820.750244;1180.027832;390.03894;717.918945;810.550171;165.00618;748.15387;814.739807;168.5616;787.557312;1200.216064;243.97496
64;746.106567;921.398376;193.244064;821.27002;1181.821899;390.819031;715.536377;814.585938;164.55928;745.813171;818.282532;169.327499;787.056824;1203.293579;245.325974
65;743.748474;924.903076;193.838989;822.11322;1183.768188;391.97995;712.736755;818.444946;164.269608;743.070007;822.270508;168.641296;787.618225;1206.322632;246.198273
66;741.594727;928.637573;193.815796;822.715393;1185.758789;392.436249;709.628967;822.049988;164.830582;739.968323;826.229187;168.157104;788.473938;1209.074097;246.599762
67;739.441284;932.302551;194.185318;822.988342;1187.481445;392.433685;706.938477;825.679749;165.277145;737.072937;829.855103;167.818512;789.827698;1211.665283;247.249542
68;737.596069;935.66687;194.027313;823.744568;1189.21228;393.245239;704.186096;829.404602;164.051071;734.118469;833.400757;168.087952;790.125977;1214.743408;248.359879
69;735.622681;938.946289;193.578354;824.441284;1190.894043;394.01532;701.957336;833.380249;163.188553;731.335205;836.668274;167.241455;789.832458;1217.738403;249.355316
70;733.455566;942.188354;194.400406;824.836426;1192.685303;394.618256;698.891602;836.677612;163.671906;728.816711;839.938599;166.62883;790.227295;1220.41394;250.399475
71;731.12677;945.775391;194.115417;825.046204;1194.140869;395.468811;696.174561;840.137146;163.696411;726.515686;843.644897;166.870209;790.602173;1222.852051;251.213943
72;729.295227;948.944519;194.07135;825.591003;1195.848145;396.078827;693.919434;843.897278;162.46904;724.202515;847.095215;166.313507;791.260681;1225.469971;252.062576
73;726.781677;952.076416;193.691544;826.121887;1197.314209;396.648285;691.608032;847.28064;161.932388;721.376526;850.524475;165.720673;791.970947;1227.755249;252.872223
74;724.794373;955.060242;193.769455;826.181519;1198.630615;397.445343;689.720703;850.536194;161.149399;719.087158;853.689819;165.915253;792.650513;1230.004395;253.24498
75;722.386353;958.340576;193.716019;826.877258;1200.099854;397.850861;687.700684;853.772827;160.08931;716.503967;857.170837;164.910904;794.02356;1232.184204;253.401642
76;720.529907;961.004395;193.602783;827.775085;1201.316772;397.980927;684.677429;856.409668;160.535538;714.747192;859.792419;164.441879;794.888306;1234.366821;253.935226
77;718.514282;963.947632;193.171967;828.45874;1202.645264;398.303192;682.473633;859.270569;160.182404;712.136169;862.352539;164.412949;795.266113;1236.365234;255.380569
78;716.528748;966.96051;192.757599;828.765747;1203.876465;398.97226;681.205505;862.747681;157.96907;709.903931;865.632935;163.382935;795.536682;1238.290894;255.984512
79;714.463013;969.24292;192.85881;829.134583;1204.966797;399.363403;678.796143;865.33374;157.391846;708.449768;868.434753;162.630508;795.878296;1240.249146;256.497589
80;712.256958;972.128784;192.083588;829.786377;1206.109131;399.609222;676.251587;867.922119;157.542587;706.502869;871.033508;161.896484;796.418335;1241.827271;257.393433
81;710.5495;974.358704;191.650513;830.468201;1207.161621;399.960999;674.603516;870.492065;156.2798;704.011047;873.606934;161.395065;796.999023;1243.470337;257.854218
82;708.686035;976.951233;191.249924;830.754211;1208.087158;400.310089;672.881775;873.035339;155.223755;702.35907;876.167664;160.722275;797.002869;1245.184204;258.473969
83;707.096313;978.909058;190.683472;830.993652;1209.155884;400.966797;671.590332;875.755249;153.376602;699.868835;878.978516;159.445221;796.852234;1246.765137;259.390594
84;705.558228;981.406006;190.396652;831.64917;1210.305908;401.543213;668.959839;877.665527;153.724518;698.876587;880.925903;158.739685;797.47522;1247.999634;260.043518
85;704.065308;983.319641;189.621292;831.975952;1211.232788;401.870636;667.999634;880.280334;152.085144;697.021301;883.504272;157.59584;797.997803;1249.292847;260.372528
86;702.567932;985.196411;189.495697;832.318481;1211.93103;402.055115;667.276245;882.796875;149.753906;695.593323;885.389832;156.74646;798.291321;1250.617676;260.699005
87;701.131165;987.114075;188.866867;832.697998;1212.693481;402.267242;665.095154;884.447083;149.926834;694.361633;887.542236;156.062805;798.461609;1251.546875;261.038239
88;700.102234;988.864807;188.088837;833.033203;1213.321655;402.632294;662.603455;886.028381;150.401917;693.186035;889.178711;155.240952;799.032349;1252.353882;261.092285
89;698.564636;990.788513;187.617371;833.472778;1213.959717;402.831085;662.194641;887.975647;148.582718;691.859436;891.215515;153.999176;799.640503;1253.299438;261.336243
90;697.562561;992.08136;187.394348;834.002563;1214.609985;402.750031;661.71405;889.653381;147.146912;690.638184;892.82782;153.482254;800.030884;1254.30542;261.684662
91;696.489502;993.63324;186.715302;834.6026;1215.123291;402.667145;659.860107;891.164063;147.356033;689.699219;894.224426;152.888397;800.29248;1255.145508;262.055664
92;695.300171;995.502808;186.178787;835.042847;1215.581299;402.841003;658.966675;892.367126;146.834946;688.677429;896.15448;152.328156;800.494934;1255.973999;262.310211
93;694.482117;996.616577;185.997589;835.246948;1215.938354;403.214447;658.327148;893.46167;146.168396;687.720276;897.401428;151.915131;800.640564;1256.782837;262.636414
94;693.570496;997.7771;185.788513;835.434814;1216.322754;403.478821;657.074707;894.909912;146.368866;686.997375;898.514587;151.616623;800.827148;1257.427856;263.072876
95;692.60321;999.260193;185.032013;835.590393;1216.741211;403.662476;656.085999;896.06311;146.310822;686.031677;899.878784;151.201752;800.930969;1257.945679;263.383942
96;692.021362;1000.396484;184.573669;835.805664;1217.096313;403.805115;655.73822;897.255188;145.301163;685.12439;901.126587;150.857788;801.058044;1258.406006;263.496124
97;691.303711;1001.233643;184.612976;835.946777;1217.386475;403.895966;655.809021;898.582336;143.88443;684.769714;902.132996;150.64505;801.303406;1258.845703;263.587402
98;690.439575;1002.103394;184.336197;836.059692;1217.615112;403.948059;656.241028;900.042297;141.907211;683.961243;903.098938;149.912704;801.487366;1259.30896;263.746826
99;689.402588;1003.228821;183.522079;836.24939;1218.030762;403.876343;655.205994;900.993896;141.946304;682.801575;904.178345;149.347702;801.723755;1259.738525;263.732666
100;688.860474;1003.972107;183.289673;836.435547;1218.366699;403.909271;653.703613;901.452026;142.522385;682.032471;905.122131;148.990738;801.887939;1260.182129;263.790222
101;688.409424;1004.68103;183.240829;836.678223;1218.669922;403.771118;652.416016;901.748413;142.987473;681.891968;905.803162;149.100525;801.852539;1260.56311;263.987549
102;687.871155;1005.137268;183.30014;836.835327;1218.871826;403.700806;651.765869;902.508484;142.422287;681.237488;906.335205;148.670105;801.926147;1260.828369;264.053925
103;687.263733;1005.52002;183.201096;836.828491;1219.069824;403.77948;651.78186;903.215271;141.277161;680.647705;907.122498;148.051392;802.014343;1261.013428;264.176849
104;686.763916;1005.961853;182.87944;836.96521;1219.179932;403.853821;651.601074;903.82782;140.558838;680.347961;907.578064;147.596954;802.17334;1261.267578;264.224274
105;686.357666;1006.468689;182.155243;837.138367;1219.245728;404.019257;651.16687;904.322571;139.802292;680.210754;907.893799;147.234756;802.242798;1261.393066;264.273956
106;686.049011;1006.845154;181.582687;837.260498;1219.335327;404.142242;651.116333;904.879272;139.077393;679.782959;908.373169;146.544449;802.361694;1261.425293;264.3302
107;685.812378;1007.106262;181.246704;837.387268;1219.393555;404.101868;650.932556;905.196411;138.616165;679.479126;908.661316;146.1689;802.422668;1261.492065;264.314362
108;685.701599;1007.414368;181.009903;837.542542;1219.511353;404.076019;650.567871;905.369324;138.550858;679.235962;909.019714;145.886688;802.480042;1261.584961;264.318817
109;685.706299;1007.725464;180.834991;837.611755;1219.529053;404.108673;649.503174;905.274292;139.419647;679.295898;909.076721;145.875061;802.585693;1261.639282;264.32135
110;685.501953;1007.893433;180.809402;837.707825;1219.531128;404.10672;649.672852;905.563782;138.885956;679.109802;909.449829;145.67865;802.655334;1261.651978;264.318542
111;685.40094;1008.045288;180.702103;837.67926;1219.552368;404.10788;650.076782;905.93219;138.163162;678.903259;909.81781;145.227844;802.622009;1261.600708;264.249756
112;685.295898;1008.292725;180.519287;837.766113;1219.508179;404.057312;650.229126;906.105469;137.769669;678.76532;909.822083;145.119781;802.723511;1261.550903;264.259308
113;685.16217;1008.332886;180.352188;837.935791;1219.464478;404.079773;649.92749;906.040039;138.009995;678.868652;909.976318;145.066986;802.72821;1261.566406;264.252899
114;685.259888;1008.451599;180.094498;837.8974;1219.4104;403.977234;649.151794;905.748108;138.844711;678.640198;910.141785;144.967392;802.735779;1261.483398;264.210083
115;685.008423;1008.523071;179.985336;837.844238;1219.406738;403.979645;648.685242;905.788452;139.212708;678.461792;910.345398;144.827698;802.811096;1261.384399;264.205292
116;684.909973;1008.561218;179.901535;838.301331;1219.233643;403.921661;648.778992;905.670288;138.873322;678.577393;910.300598;144.624222;802.870728;1261.274048;264.150177
117;684.955688;1008.613403;179.685211;838.000366;1219.310913;403.890656;648.798279;905.723694;138.430817;678.519653;910.24115;144.332169;802.894165;1261.158447;264.119751
118;684.915344;1008.632385;179.451538;837.901306;1219.247681;403.87912;648.613647;905.675171;138.292801;678.323608;910.319885;144.169937;802.934509;1261.043091;264.027283
119;684.808289;1008.562317;179.338104;837.9953;1219.156616;403.889099;648.702393;905.676819;137.957169;678.242188;910.25177;144.004257;802.971985;1260.865723;263.93399
120;684.765625;1008.46106;179.096558;837.990112;1219.109375;403.81015;648.615051;905.625793;137.749557;678.320984;910.125366;143.872467;803.006531;1260.732544;263.942139
121;684.564209;1008.327332;178.877274;838.078003;1219.001343;403.765991;648.763062;905.547974;137.274704;678.444458;910.03717;143.31665;803.148743;1260.594604;263.917572
122;684.411926;1008.096191;178.436874;837.981689;1218.943359;403.664246;648.99353;905.414856;136.796753;678.661621;909.908508;142.800964;803.129089;1260.460205;263.830902
123;684.164246;1008.005798;178.168884;837.963745;1218.827271;403.646881;650.278748;905.608337;135.09668;678.869263;909.747681;142.512543;803.197876;1260.209839;263.818329
124;684.307983;1007.792786;177.93895;838.045105;1218.777832;403.644958;651.340515;905.907104;133.265381;679.067078;909.563538;142.297119;803.236694;1259.973999;263.694519
125;684.305725;1007.658142;177.658966;838.070251;1218.678833;403.550568;651.748596;905.903137;132.489517;679.024841;909.402466;141.932251;803.202881;1259.923706;263.680908
126;684.371155;1007.539551;177.525635;838.041138;1218.571777;403.495361;651.807922;905.645081;131.946014;679.001648;909.214355;141.711548;803.164856;1259.833374;263.680878
127;684.433289;1007.365906;177.187805;838.015991;1218.480225;403.467651;651.618347;905.429626;131.77124;678.948975;909.057556;141.482422;803.14502;1259.599976;263.552765
128;684.637634;1007.146057;176.783142;838.02179;1218.386108;403.413269;651.542053;905.211975;131.524643;678.732727;908.9505;141.08873;803.172607;1259.403564;263.438782
129;684.671204;1006.903809;176.5746;838.032654;1218.258911;403.321289;651.562744;905.076233;131.174042;678.568481;908.86969;140.754242;803.077881;1259.171143;263.356873
130;684.693237;1006.674927;176.357849;838.021362;1218.116089;403.329803;650.904541;904.51825;131.516373;678.536743;908.781372;140.319214;802.945801;1259.004395;263.257294
131;684.720825;1006.517639;176.226929;837.895081;1217.976196;403.45401;650.545166;904.225647;131.596649;678.163086;908.744141;139.651886;802.836914;1258.861572;263.177948
